date,open,high,low,close,volume,score,state,phase,reasons
2025-11-21,5682.34,5707.54,5575.47,5575.48,1389004469.0,0,空,防守,风险缓冲 +15；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10；收盘跌破MA10 -5；收盘跌破MA20 -10；放量大跌 -10；近3日累计跌幅<=-3% -10
2025-11-24,5603.49,5633.65,5557.2,5608.69,1152167230.0,10,空,防守,风险缓冲 +15；收盘位于日内上60% +5；当日上涨 +5；收盘跌破MA10 -5；收盘跌破MA20 -10
2025-11-25,5641.03,5710.49,5636.84,5676.33,1136573676.0,5,空,防守,风险缓冲 +15；当日上涨 +5；收盘跌破MA10 -5；收盘跌破MA20 -10
2025-11-26,5672.53,5723.67,5666.45,5690.08,1102274938.0,20,空,防守,风险缓冲 +15；收盘价站上MA5 +10；近3日低点抬高 +5；当日上涨 +5；收盘跌破MA10 -5；收盘跌破MA20 -10
2025-11-27,5690.97,5742.96,5684.39,5690.01,1040897251.0,15,空,防守,风险缓冲 +15；收盘价站上MA5 +10；近3日低点抬高 +5；收盘跌破MA10 -5；收盘跌破MA20 -10
2025-11-28,5686.18,5732.85,5670.14,5732.77,1023265179.0,45,空,防守,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5；收盘跌破MA20 -10
2025-12-01,5748.89,5787.46,5743.64,5787.18,1188228454.0,59,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；上涨日放量 +6；收盘跌破MA20 -10
2025-12-02,5777.49,5777.49,5736.51,5750.4,1056456042.0,25,空,防守,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘跌破MA20 -10
2025-12-03,5751.31,5765.31,5696.77,5710.58,1132571477.0,5,空,防守,风险缓冲 +15；收盘价站上MA10 +10；成交量高于5日均量 +8；下跌日放量 -8；放量冲高回落 -10；收盘跌破MA20 -10
2025-12-04,5711.51,5733.62,5673.46,5711.8,1037186542.0,25,空,防守,风险缓冲 +15；收盘价站上MA10 +10；收盘位于日内上60% +5；当日上涨 +5；收盘跌破MA20 -10
2025-12-05,5710.56,5781.23,5687.15,5776.83,1130172879.0,69,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；上涨日放量 +6
2025-12-08,5791.17,5855.12,5791.17,5835.55,1233935808.0,90,多,试攻,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2025-12-09,5820.52,5842.53,5791.24,5802.85,1163257117.0,40,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；近3日低点抬高 +5；成交量高于5日均量 +8；下跌日放量 -8；放量冲高回落 -10
2025-12-10,5790.77,5818.62,5756.59,5809.35,1126112388.0,65,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；收盘位于日内上60% +5；当日上涨 +5
2025-12-11,5817.85,5820.98,5742.91,5745.07,1185704203.0,6,空,防守,风险缓冲 +15；MA5>MA10>MA20 +10；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10；收盘跌破MA10 -5；收盘跌破MA20 -10
2025-12-12,5748.69,5797.41,5730.77,5787.86,1235977538.0,75,多,试攻,风险缓冲 +15；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2025-12-15,5752.4,5802.73,5750.35,5751.55,1110231757.0,30,空,防守,风险缓冲 +15；收盘价站上MA20 +10；MA5>MA10>MA20 +10；收盘跌破MA10 -5
2025-12-16,5741.37,5743.78,5646.04,5668.2,1156609704.0,6,空,防守,风险缓冲 +15；成交量高于20日均量 +6；收盘跌破MA10 -5；收盘跌破MA20 -10
2025-12-17,5667.5,5769.02,5653.6,5756.23,1146335242.0,46,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA20 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于20日均量 +6；收盘跌破MA10 -5
2025-12-18,5723.24,5771.85,5721.75,5733.55,1032158958.0,25,空,防守,风险缓冲 +15；收盘价站上MA20 +10；近3日低点抬高 +5；收盘跌破MA10 -5
2025-12-19,5747.6,5793.83,5740.64,5777.54,1151984318.0,90,多,试攻,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2025-12-22,5801.51,5844.7,5801.51,5835.54,1154747411.0,90,多,试攻,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2025-12-23,5837.94,5863.45,5812.98,5831.47,1175422898.0,56,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；近3日低点抬高 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10
2025-12-24,5831.55,5889.03,5823.36,5883.66,1092504187.0,80,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5
2025-12-25,5879.86,5927.77,5873.92,5918.57,1109099151.0,80,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5
2025-12-26,5919.28,5962.55,5901.67,5938.29,1272628317.0,100,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2025-12-29,5939.58,5956.16,5906.28,5921.12,1255642224.0,56,转,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；近3日低点抬高 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10
2025-12-30,5892.2,5952.74,5891.75,5928.96,1218220642.0,85,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2025-12-31,5937.82,5940.05,5904.61,5919.12,1182424346.0,51,转,主升,风险缓冲 +15；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；成交量高于20日均量 +6
2026-01-05,5955.76,6035.98,5955.76,6035.98,1403929953.0,100,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2026-01-06,6040.17,6131.69,6039.95,6131.69,1611208940.0,100,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2026-01-07,6140.61,6167.26,6111.37,6142.57,1573310954.0,95,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2026-01-08,6124.98,6164.19,6115.15,6145.54,1561497972.0,100,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2026-01-09,6140.35,6220.46,6140.35,6217.68,1716232795.0,100,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2026-01-12,6252.44,6333.03,6227.18,6325.64,1962291309.0,100,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2026-01-13,6339.16,6339.23,6231.2,6251.44,2039220065.0,56,转,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；近3日低点抬高 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10
2026-01-14,6255.98,6371.55,6213.18,6270.41,2237951313.0,80,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2026-01-15,6231.5,6284.05,6214.07,6259.82,1627702323.0,56,转,主升,风险缓冲 +15；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；收盘位于日内上60% +5；成交量高于20日均量 +6
2026-01-16,6285.05,6306.03,6235.71,6246.92,1644756269.0,56,转,观察,风险缓冲 +15；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；近3日低点抬高 +5；成交量高于20日均量 +6
2026-01-19,6227.3,6292.94,6227.07,6272.45,1495743468.0,81,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于20日均量 +6
2026-01-20,6277.54,6292.45,6185.38,6235.57,1590754385.0,36,空,防守,风险缓冲 +15；收盘价站上MA20 +10；MA5>MA10>MA20 +10；成交量高于20日均量 +6；收盘跌破MA10 -5
2026-01-21,6212.96,6293.74,6212.96,6270.26,1437210715.0,65,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；收盘位于日内上60% +5；当日上涨 +5
2026-01-22,6289.69,6308.24,6266.42,6298.06,1509534339.0,70,多,试攻,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5
2026-01-23,6312.49,6361.96,6308.82,6356.82,1739700671.0,100,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2026-01-26,6377.55,6391.28,6294.68,6314.82,1882125577.0,51,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10
2026-01-27,6297.0,6348.01,6227.9,6323.78,1637572622.0,71,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于20日均量 +6
2026-01-28,6338.22,6355.98,6301.94,6331.49,1678589693.0,66,转,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；当日上涨 +5；成交量高于20日均量 +6
2026-01-29,6330.6,6352.77,6300.78,6319.77,1872711355.0,41,转,观察,风险缓冲 +15；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10
2026-01-30,6272.92,6302.48,6153.36,6259.18,1678482287.0,35,空,防守,风险缓冲 +15；收盘价站上MA20 +10；MA5>MA10>MA20 +10；收盘位于日内上60% +5；收盘跌破MA10 -5
2026-02-02,6205.84,6244.23,6086.53,6088.28,1516257931.0,0,空,防守,风险缓冲 +15；收盘跌破MA10 -5；收盘跌破MA20 -10；近3日累计跌幅<=-3% -10
2026-02-03,6149.25,6218.25,6093.59,6217.13,1395121896.0,10,空,防守,风险缓冲 +15；收盘位于日内上60% +5；当日上涨 +5；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-02-04,6202.45,6250.08,6174.08,6245.44,1465472640.0,25,空,防守,风险缓冲 +15；收盘价站上MA5 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-02-05,6190.56,6214.73,6143.44,6176.13,1297917525.0,0,空,防守,风险缓冲 +15；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-02-06,6115.08,6218.09,6092.7,6161.61,1263385587.0,0,空,防守,风险缓冲 +15；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-02-09,6241.44,6279.76,6225.5,6279.14,1278459467.0,65,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5
2026-02-10,6282.4,6296.57,6259.53,6283.26,1231659007.0,70,多,试攻,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5
2026-02-11,6273.74,6298.35,6272.21,6272.72,1154950566.0,50,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；近3日低点抬高 +5
2026-02-12,6281.02,6309.49,6267.16,6299.9,1201609826.0,65,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5
2026-02-13,6267.77,6297.89,6223.87,6227.54,1117860733.0,15,空,防守,风险缓冲 +15；收盘价站上MA10 +10；收盘跌破MA20 -10
2026-02-24,6309.56,6323.16,6263.65,6295.28,1257437807.0,64,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；当日上涨 +5；成交量高于5日均量 +8；上涨日放量 +6
2026-02-25,6306.21,6377.67,6303.44,6360.54,1493520260.0,90,多,试攻,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2026-02-26,6370.05,6381.98,6339.76,6373.71,1417538778.0,84,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；上涨日放量 +6
2026-02-27,6334.8,6400.41,6333.83,6398.46,1436056154.0,89,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；上涨日放量 +6
2026-03-02,6340.93,6395.35,6304.96,6375.69,1767146241.0,66,转,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；收盘位于日内上60% +5；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8
2026-03-03,6385.54,6392.59,6180.72,6188.09,1863856045.0,0,空,主升,风险缓冲 +15；MA5>MA10>MA20 +10；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10；收盘跌破MA10 -5；收盘跌破MA20 -10；放量大跌 -10；近3日累计跌幅<=-3% -10
2026-03-04,6114.2,6211.88,6111.12,6143.19,1484166290.0,6,空,防守,风险缓冲 +15；MA5>MA10>MA20 +10；成交量高于20日均量 +6；收盘跌破MA10 -5；收盘跌破MA20 -10；近3日累计跌幅<=-3% -10
2026-03-05,6229.56,6245.03,6178.01,6208.81,1427680367.0,5,空,防守,风险缓冲 +15；当日上涨 +5；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-03-06,6176.09,6261.73,6174.6,6252.38,1351292540.0,20,空,防守,风险缓冲 +15；收盘价站上MA5 +10；收盘位于日内上60% +5；当日上涨 +5；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-03-09,6165.2,6215.62,6075.09,6199.43,1608089447.0,21,空,防守,风险缓冲 +15；收盘价站上MA5 +10；收盘位于日内上60% +5；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-03-10,6244.88,6297.46,6244.88,6296.2,1388522190.0,65,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5
2026-03-11,6303.95,6329.18,6292.77,6313.02,1455189079.0,85,多,试攻,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2026-03-12,6307.72,6318.73,6234.78,6279.68,1529419300.0,51,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8
2026-03-13,6252.94,6296.54,6206.81,6220.66,1541231108.0,0,空,防守,风险缓冲 +15；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-03-16,6217.61,6223.51,6139.72,6217.07,1461897840.0,11,空,防守,风险缓冲 +15；收盘位于日内上60% +5；成交量高于20日均量 +6；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-03-17,6230.68,6247.32,6120.17,6120.17,1403917973.0,0,空,防守,风险缓冲 +15；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-03-18,6137.96,6174.02,6081.43,6169.42,1264157071.0,10,空,防守,风险缓冲 +15；收盘位于日内上60% +5；当日上涨 +5；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-03-19,6097.06,6113.69,6018.32,6039.18,1321645760.0,0,空,防守,风险缓冲 +15；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-03-20,6064.62,6089.15,5963.47,5965.89,1370734340.0,0,空,防守,风险缓冲 +15；成交量高于5日均量 +8；下跌日放量 -8；放量冲高回落 -10；收盘跌破MA10 -5；收盘跌破MA20 -10；近3日累计跌幅<=-3% -10
2026-03-23,5863.88,5905.92,5692.47,5723.41,1622825828.0,0,空,防守,风险缓冲 +15；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10；收盘跌破MA10 -5；收盘跌破MA20 -10；放量大跌 -10；近3日累计跌幅<=-3% -10
2026-03-24,5802.47,5843.73,5696.41,5843.73,1380131513.0,10,空,防守,风险缓冲 +15；收盘位于日内上60% +5；当日上涨 +5；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-03-25,5883.92,5956.61,5883.92,5948.6,1382428512.0,25,空,防守,风险缓冲 +15；收盘价站上MA5 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-03-26,5936.31,5959.14,5846.92,5861.89,1258548686.0,0,空,防守,风险缓冲 +15；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-03-27,5790.59,5946.77,5789.53,5922.21,1162199823.0,20,空,防守,风险缓冲 +15；收盘价站上MA5 +10；收盘位于日内上60% +5；当日上涨 +5；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-03-30,5863.12,5927.86,5837.15,5925.21,1221686111.0,20,空,防守,风险缓冲 +15；收盘价站上MA5 +10；收盘位于日内上60% +5；当日上涨 +5；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-03-31,5918.29,5958.25,5842.34,5842.34,1238264867.0,5,空,防守,风险缓冲 +15；近3日低点抬高 +5；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-04-01,5941.58,5957.21,5903.47,5946.58,1189149204.0,50,空,防守,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；收盘跌破MA20 -10
2026-04-02,5928.52,5940.34,5830.85,5860.44,1155096726.0,0,空,防守,风险缓冲 +15；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-04-03,5880.23,5883.39,5784.41,5791.49,1055425552.0,0,空,防守,风险缓冲 +15；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-04-07,5802.84,5844.57,5789.81,5822.75,993221648.0,10,空,防守,风险缓冲 +15；收盘位于日内上60% +5；当日上涨 +5；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-04-08,5933.53,6059.75,5933.18,6059.75,1365846864.0,90,多,试攻,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2026-04-09,6010.24,6043.82,5998.63,6020.05,1170953634.0,50,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；近3日低点抬高 +5；成交量高于5日均量 +8；下跌日放量 -8
2026-04-10,6060.57,6127.27,6056.94,6090.06,1189935660.0,79,多,试攻,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；当日上涨 +5；成交量高于5日均量 +8；上涨日放量 +6
2026-04-13,6057.94,6112.27,6057.94,6103.84,1140279661.0,70,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5
2026-04-14,6146.42,6181.43,6116.9,6181.43,1220367221.0,94,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；上涨日放量 +6
2026-04-15,6213.95,6215.43,6137.44,6153.96,1234658036.0,50,转,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；近3日低点抬高 +5；成交量高于5日均量 +8；下跌日放量 -8；放量冲高回落 -10
2026-04-16,6165.48,6243.18,6158.29,6239.49,1201044399.0,94,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；上涨日放量 +6
2026-04-17,6227.7,6266.9,6217.64,6254.11,1218877349.0,94,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；上涨日放量 +6
2026-04-20,6254.85,6305.72,6250.48,6300.21,1289356790.0,100,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2026-04-21,6285.13,6303.15,6240.67,6297.91,1248207694.0,66,转,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；收盘位于日内上60% +5；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8
2026-04-22,6271.82,6358.21,6271.82,6357.1,1254416818.0,95,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2026-04-23,6368.92,6373.87,6263.86,6303.1,1403679980.0,51,转,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10
2026-04-24,6275.39,6302.19,6229.6,6271.17,1286802985.0,51,转,观察,风险缓冲 +15；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；成交量高于20日均量 +6
2026-04-27,6269.84,6311.25,6248.68,6296.45,1269833095.0,61,转,观察,风险缓冲 +15；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于20日均量 +6
2026-04-28,6275.96,6286.64,6224.21,6246.71,1293721085.0,36,空,防守,风险缓冲 +15；收盘价站上MA20 +10；MA5>MA10>MA20 +10；成交量高于20日均量 +6；收盘跌破MA10 -5
2026-04-29,6212.28,6337.98,6212.03,6328.36,1324764554.0,85,多,试攻,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
